ObjectID,Category,Era,Set,Country of Origin,Attachment Feature,Firearm Action,Firearm Feed Option,Firing Modes,Firearm Mounts,Attachment Mount,Round Power,Size,Melee Handedness,Melee Style,Powerup Type,Thrown Damage Type,Thrown Type
Cartridge_40x46Grenade_X477,Cartridge,Modern,GroundedFictional,None,None,None,,,,None,None,None,None,None,Health,None,None
Cartridge_40x46Grenade_X666,Cartridge,Modern,GroundedFictional,None,None,None,,,,None,None,None,None,None,Health,None,None
Cartridge_40x46Grenade_X828,Cartridge,Modern,GroundedFictional,None,None,None,,,,None,None,None,None,None,Health,None,None
Cartridge_40x53mmGrenade_M430A1_HEDP,Cartridge,Modern,Real,None,None,None,,,,None,Ordnance,None,None,None,Health,None,None
41ShortSP,Cartridge,WildWest,Real,None,None,None,,,,None,Tiny,None,None,None,Health,None,None
41VolcanicSP,Cartridge,WildWest,Real,None,None,None,,,,None,Tiny,None,None,None,Health,None,None
Cartridge_44_40_HighGrain,Cartridge,WildWest,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
Cartridge_44_40_JHP,Cartridge,WildWest,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
Cartridge_44_40_Penetrator,Cartridge,Modern,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
Cartridge_44_40_SoftPoint,Cartridge,WildWest,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
Cartridge_44_40_Tracer,Cartridge,WW1,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
44HenryRimfire,Cartridge,WildWest,Real,None,None,None,,,,None,Pistol,None,None,None,None,None,None
Cartridge_44Magnum_FMJ,Cartridge,PostWar,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
Cartridge_44Magnum_JHP,Cartridge,PostWar,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
Cartridge_44Magnum_Penetrator,Cartridge,PostWar,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
Cartridge_44Magnum_SoftPoint,Cartridge,PostWar,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
Cartridge_44Magnum_Tracer,Cartridge,PostWar,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
454Casull_HighGrain,Cartridge,Modern,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
454Casull_JHP,Cartridge,Modern,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
454Casull_Penetrator,Cartridge,Modern,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
454Casull_Softpoint,Cartridge,Modern,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
454Casull_Tracer,Cartridge,Modern,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
455AutoCartridgeFMJ,Cartridge,TurnOfTheCentury,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
455AutoCartridgeTracer,Cartridge,WW1,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
455WebleyCartridgeFMJ,Cartridge,WildWest,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
455WebleyCartridgeTracer,Cartridge,WW1,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
Cartridge45110SharpsHighGrain,Cartridge,WildWest,Real,None,None,None,,,,None,FullPower,None,None,None,None,None,None
Cartridge45110SharpsJHP,Cartridge,WildWest,Real,None,None,None,,,,None,FullPower,None,None,None,None,None,None
Cartridge45110SharpsPenetrator,Cartridge,Modern,Real,None,None,None,,,,None,FullPower,None,None,None,None,None,None
Cartridge45110SharpsSoftPoint,Cartridge,WildWest,Real,None,None,None,,,,None,FullPower,None,None,None,None,None,None
Cartridge45110SharpsTracer,Cartridge,Modern,Real,None,None,None,,,,None,FullPower,None,None,None,None,None,None
45_70Govt_HighGrain,Cartridge,WildWest,Real,None,None,None,,,,None,FullPower,None,None,None,Health,None,None
45_70Govt_JHP,Cartridge,WildWest,Real,None,None,None,,,,None,FullPower,None,None,None,Health,None,None
45_70Govt_Penetrator,Cartridge,Modern,Real,None,None,None,,,,None,FullPower,None,None,None,Health,None,None
45_70Govt_SoftPoint,Cartridge,WildWest,Real,None,None,None,,,,None,FullPower,None,None,None,Health,None,None
45_70Govt_Tracer,Cartridge,Modern,Real,None,None,None,,,,None,FullPower,None,None,None,Health,None,None
45ACPCartridge+PAPI,Cartridge,Modern,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
45ACPCartridge+PFMJ,Cartridge,Modern,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
45ACPCartridge+PJHP,Cartridge,Modern,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
45ACPCartridgeFMJ,Cartridge,TurnOfTheCentury,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
45ACPCartridgeJHP,Cartridge,TurnOfTheCentury,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
45ACPCartridgeTracer,Cartridge,WW1,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
45ACPOversizeCartridgeMegaBuckShot,Cartridge,Modern,Meme,None,None,None,,,,None,Ordnance,None,None,None,Health,None,None
45ACPOversizeCartridgeMIRV,Cartridge,Modern,Meme,None,None,None,,,,None,Ordnance,None,None,None,Health,None,None
45ACPOversizeCartridgeMortar,Cartridge,Modern,Meme,None,None,None,,,,None,Ordnance,None,None,None,Health,None,None
45LongColtCartridgeSP,Cartridge,WildWest,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
45LongColtCartridgeTracer,Cartridge,WW1,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
46x30mmCartridgeAP,Cartridge,Modern,Real,None,None,None,,,,None,Intermediate,None,None,None,Health,None,None
46x30mmCartridgeAPIncendiary,Cartridge,Modern,Real,None,None,None,,,,None,Intermediate,None,None,None,Health,None,None
46x30mmCartridgeFMJ,Cartridge,Modern,Real,None,None,None,,,,None,Intermediate,None,None,None,Health,None,None
46x30mmCartridgeIncendiary,Cartridge,Modern,Real,None,None,None,,,,None,Intermediate,None,None,None,Health,None,None
46x30mmCartridgeJHP,Cartridge,Modern,Real,None,None,None,,,,None,Intermediate,None,None,None,Health,None,None
46x30mmCartridgeTracer,Cartridge,Modern,Real,None,None,None,,,,None,Intermediate,None,None,None,Health,None,None
47x33mmFMJCartridgeFMJ,Cartridge,PostWar,Real,None,None,None,,,,None,Tiny,None,None,None,Health,None,None
500SWCartridgeFMJ,Cartridge,Modern,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
500SWCartridgeJHP,Cartridge,Modern,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
500SWCartridgeTracer,Cartridge,Modern,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
50AECartridgeFMJ,Cartridge,Modern,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
50AECartridgeJHP,Cartridge,Modern,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
50AECartridgeTracer,Cartridge,Modern,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
50BMGCartridgeAP,Cartridge,WW1,Real,None,None,None,,,,None,AntiMaterial,None,None,None,Health,None,None
50BMGCartridgeAPIncendiary,Cartridge,WW1,Real,None,None,None,,,,None,AntiMaterial,None,None,None,Health,None,None
50BMGCartridgeFMJ,Cartridge,WW1,Real,None,None,None,,,,None,AntiMaterial,None,None,None,Health,None,None
50BMGCartridgeIncendiary,Cartridge,WW1,Real,None,None,None,,,,None,AntiMaterial,None,None,None,Health,None,None
50BMGCartridgeMk211,Cartridge,WW1,Real,None,None,None,,,,None,AntiMaterial,None,None,None,Health,None,None
50BMGCartridgeTracer,Cartridge,WW1,Real,None,None,None,,,,None,AntiMaterial,None,None,None,Health,None,None
50ImaginaryBOOOMY,Cartridge,Modern,Meme,None,None,None,,,,None,Exotic,None,None,None,Health,None,None
50ImaginaryFLASHY,Cartridge,Modern,Meme,None,None,None,,,,None,Exotic,None,None,None,Health,None,None
50ImaginaryMEGA,Cartridge,Modern,Meme,None,None,None,,,,None,Exotic,None,None,None,Health,None,None
50ImaginaryNERMAL,Cartridge,Modern,Meme,None,None,None,,,,None,Exotic,None,None,None,Health,None,None
50ImaginaryPOINTYOWW,Cartridge,Modern,Meme,None,None,None,,,,None,Exotic,None,None,None,Health,None,None
50ImaginarySPESHUL,Cartridge,Modern,Meme,None,None,None,,,,None,Exotic,None,None,None,Health,None,None
Cartridge_50mmPotato,Cartridge,Modern,Real,None,None,None,,,,None,Exotic,None,None,None,Health,None,None
50RemingtonBlackPowderCartridgeJHP,Cartridge,Colonial,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
50RemingtonBlackPowderCartridgeSP,Cartridge,Colonial,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
50RemingtonBlackPowderCartridgeTracer,Cartridge,WW1,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
545x39mmCartridgeAP,Cartridge,PostWar,Real,None,None,None,,,,None,Intermediate,None,None,None,Health,None,None
545x39mmCartridgeAPIncendiary,Cartridge,PostWar,Real,None,None,None,,,,None,Intermediate,None,None,None,Health,None,None
545x39mmCartridgeFMJ,Cartridge,PostWar,Real,None,None,None,,,,None,Intermediate,None,None,None,Health,None,None
545x39mmCartridgeIncendiary,Cartridge,PostWar,Real,None,None,None,,,,None,Intermediate,None,None,None,Health,None,None
545x39mmCartridgeJHP,Cartridge,PostWar,Real,None,None,None,,,,None,Intermediate,None,None,None,Health,None,None
545x39mmCartridgeTracer,Cartridge,PostWar,Real,None,None,None,,,,None,Intermediate,None,None,None,Health,None,None
556x45mmCartridgeAP,Cartridge,PostWar,Real,None,None,None,,,,None,Intermediate,None,None,None,Health,None,None
556x45mmCartridgeAPIncendiary,Cartridge,PostWar,Real,None,None,None,,,,None,Intermediate,None,None,None,Health,None,None
556x45mmCartridgeFMJ,Cartridge,PostWar,Real,None,None,None,,,,None,Intermediate,None,None,None,Health,None,None
556x45mmCartridgeIncendiary,Cartridge,PostWar,Real,None,None,None,,,,None,Intermediate,None,None,None,Health,None,None
556x45mmCartridgeJHP,Cartridge,PostWar,Real,None,None,None,,,,None,Intermediate,None,None,None,Health,None,None
556x45mmCartridgeTracer,Cartridge,PostWar,Real,None,None,None,,,,None,Intermediate,None,None,None,Health,None,None
577_450_MartiniHenry,Cartridge,WildWest,Real,None,None,None,,,,None,FullPower,None,None,None,None,None,None
57x28mmCartridgeAP,Cartridge,Modern,Real,None,None,None,,,,None,Intermediate,None,None,None,Health,None,None
57x28mmCartridgeAPIncendiary,Cartridge,Modern,Real,None,None,None,,,,None,Intermediate,None,None,None,Health,None,None
57x28mmCartridgeFMJ,Cartridge,Modern,Real,None,None,None,,,,None,Intermediate,None,None,None,Health,None,None
57x28mmCartridgeIncendiary,Cartridge,Modern,Real,None,None,None,,,,None,Intermediate,None,None,None,Health,None,None
57x28mmCartridgeJHP,Cartridge,Modern,Real,None,None,None,,,,None,Intermediate,None,None,None,Health,None,None
57x28mmCartridgeTracer,Cartridge,Modern,Real,None,None,None,,,,None,Intermediate,None,None,None,Health,None,None
58x42mmCartridgeFMJ,Cartridge,PostWar,Real,None,None,None,,,,None,Intermediate,None,None,None,Health,None,None
58x42mmCartridgeTracer,Cartridge,PostWar,Real,None,None,None,,,,None,Intermediate,None,None,None,Health,None,None
5mmBergmann Cartridge FMJ,Cartridge,TurnOfTheCentury,Real,None,None,None,,,,None,Tiny,None,None,None,Health,None,None
Cartridge_600MagnumBolt_AP,Cartridge,Futuristic,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
Cartridge_600MagnumBolt_HE,Cartridge,Futuristic,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
Cartridge_600MagnumBolt_JHP,Cartridge,Futuristic,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
65x52mmCarcanoCartridgeFMJ,Cartridge,TurnOfTheCentury,Real,None,None,None,,,,None,FullPower,None,None,None,Health,None,None
75x54mmFrenchCartridgeFMJ,Cartridge,TurnOfTheCentury,Real,None,None,None,,,,None,FullPower,None,None,None,Health,None,None
75x54mmFrenchCartridgeTracer,Cartridge,TurnOfTheCentury,Real,None,None,None,,,,None,FullPower,None,None,None,Health,None,None
762x25mmCartridgeFMJ,Cartridge,WW1,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
762x25mmCartridgeJHP,Cartridge,WW1,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
762x25mmCartridgeTracer,Cartridge,WW1,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
762x38mmRCartridgeFMJ,Cartridge,TurnOfTheCentury,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
762x39mmCartridgeAP,Cartridge,PostWar,Real,None,None,None,,,,None,Intermediate,None,None,None,Health,None,None
762x39mmCartridgeAPIncendiary,Cartridge,PostWar,Real,None,None,None,,,,None,Intermediate,None,None,None,Health,None,None
762x39mmCartridgeFMJ,Cartridge,PostWar,Real,None,None,None,,,,None,Intermediate,None,None,None,Health,None,None
762x39mmCartridgeIncendiary,Cartridge,PostWar,Real,None,None,None,,,,None,Intermediate,None,None,None,Health,None,None
762x39mmCartridgeJHP,Cartridge,PostWar,Real,None,None,None,,,,None,Intermediate,None,None,None,Health,None,None
762x39mmCartridgeTracer,Cartridge,PostWar,Real,None,None,None,,,,None,Intermediate,None,None,None,Health,None,None
Cartridge762x42mmRFMJ,Cartridge,PostWar,Real,None,None,None,,,,None,Pistol,None,None,None,None,None,None
762x51mmCartridgeAP,Cartridge,PostWar,Real,None,None,None,,,,None,FullPower,None,None,None,Health,None,None
762x51mmCartridgeAPIncendiary,Cartridge,PostWar,Real,None,None,None,,,,None,FullPower,None,None,None,Health,None,None
762x51mmCartridgeFMJ,Cartridge,PostWar,Real,None,None,None,,,,None,FullPower,None,None,None,Health,None,None
762x51mmCartridgeIncendiary,Cartridge,PostWar,Real,None,None,None,,,,None,FullPower,None,None,None,Health,None,None
762x51mmCartridgeJHP,Cartridge,PostWar,Real,None,None,None,,,,None,FullPower,None,None,None,Health,None,None
762x51mmCartridgeTracer,Cartridge,PostWar,Real,None,None,None,,,,None,FullPower,None,None,None,Health,None,None
762x54mmRCartridgeAP,Cartridge,PostWar,Real,None,None,None,,,,None,FullPower,None,None,None,Health,None,None
762x54mmRCartridgeAPIncendiary,Cartridge,PostWar,Real,None,None,None,,,,None,FullPower,None,None,None,Health,None,None
762x54mmRCartridgeFMJ,Cartridge,WildWest,Real,None,None,None,,,,None,FullPower,None,None,None,Health,None,None
762x54mmRCartridgeIncendiary,Cartridge,PostWar,Real,None,None,None,,,,None,FullPower,None,None,None,Health,None,None
762x54mmRCartridgeSP,Cartridge,WildWest,Real,None,None,None,,,,None,FullPower,None,None,None,Health,None,None
762x54mmRCartridgeTracer,Cartridge,WW1,Real,None,None,None,,,,None,FullPower,None,None,None,Health,None,None
Cartridge763x25mmBorchardtFMJ,Cartridge,TurnOfTheCentury,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
Cartridge763x25mmBorchardtTracer,Cartridge,WW1,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
763x25mmMauserCartridgeFMJ,Cartridge,TurnOfTheCentury,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
763x25mmMauserCartridgeJHP,Cartridge,TurnOfTheCentury,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
763x25mmMauserCartridgeTracer,Cartridge,WW1,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
792x33mmKurzCartridgeFMJ,Cartridge,WW2,Real,None,None,None,,,,None,Intermediate,None,None,None,Health,None,None
792x33mmKurzCartridgeTracer,Cartridge,WW2,Real,None,None,None,,,,None,Intermediate,None,None,None,Health,None,None
792x57mmCartridgeFMJ,Cartridge,TurnOfTheCentury,Real,None,None,None,,,,None,FullPower,None,None,None,Health,None,None
792x57CartridgeTracer,Cartridge,WW1,Real,None,None,None,,,,None,FullPower,None,None,None,Health,None,None
8mmBergmannCartridgeFMJ,Cartridge,TurnOfTheCentury,Real,None,None,None,,,,None,Tiny,None,None,None,Health,None,None
8x22mmNambuFMJ,Cartridge,WW2,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
8x22mmNambuJHP,Cartridge,WW2,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
8x22mmNambuTracer,Cartridge,WW2,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
Cartridge8x50mmRFMJ,Cartridge,WildWest,Real,None,None,None,,,,None,FullPower,None,None,None,None,None,None
Cartridge8x50mmRMBalle,Cartridge,WildWest,Real,None,None,None,,,,None,FullPower,None,None,None,None,None,None
Cartridge8x50mmRIncendiary,Cartridge,WildWest,Real,None,None,None,,,,None,FullPower,None,None,None,None,None,None
9x18mmCartridgeFMJ,Cartridge,WW2,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
9x18mmCartridgeJHP,Cartridge,WW2,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
9x18mmCartridgeTracer,Cartridge,WW2,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
9x19mmCartridge+PAPI,Cartridge,Modern,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
9x19mmCartridge+PFMJ,Cartridge,Modern,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
9x19mmCartridge+PJHP,Cartridge,Modern,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
9x19mmCartridgeFMJ,Cartridge,TurnOfTheCentury,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
9x19mmCartridgeJHP,Cartridge,TurnOfTheCentury,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
9x19mmCartridgeTracer,Cartridge,WW1,Real,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
Cartridge9x23mmFMJ,Cartridge,TurnOfTheCentury,Real,None,None,None,,,,None,Pistol,None,None,None,None,None,None
9x39mmCartridgeAP,Cartridge,PostWar,Real,None,None,None,,,,None,Intermediate,None,None,None,Health,None,None
9x39mmCartridgeFMJ,Cartridge,PostWar,Real,None,None,None,,,,None,Intermediate,None,None,None,Health,None,None
Cartridge_CompoundPistol,Cartridge,Futuristic,Real,None,None,None,,,,None,Exotic,None,None,None,None,None,None
DarkMatterLemon,Cartridge,Futuristic,SciFiFictional,None,None,None,,,,None,Exotic,None,None,None,Health,None,None
CartridgeGrappleBolt,Cartridge,Futuristic,Real,None,None,None,,,,None,Shotgun,None,None,None,None,None,None
Cartridge_PlungerShell,Cartridge,Modern,Real,None,None,None,,,,None,Ordnance,None,None,None,Health,None,None
M203Classic,Attachment,PostWar,Real,None,ProjectileWeapon,None,,,,Bespoke,Ordnance,None,None,None,Health,None,None
M203Picatinny,Attachment,Modern,Real,None,ProjectileWeapon,None,,,,Picatinny,Ordnance,None,None,None,Health,None,None
TheCarKey,Attachment,Modern,Real,None,ProjectileWeapon,None,,,,Picatinny,Shotgun,None,None,None,Health,None,None
TheHouseKey,Attachment,Modern,Real,None,ProjectileWeapon,None,,,,Picatinny,Shotgun,None,None,None,Health,None,None
AttachableBipodA,Attachment,Modern,Real,None,Bipod,None,,,,Picatinny,None,None,None,None,None,None,None
MuzzleBipod,Attachment,Modern,Real,None,Bipod,None,,,,Muzzle,None,None,None,None,None,None,None
ForegripLDAG,Attachment,Modern,Real,None,Grip,None,,,,Picatinny,None,None,None,None,None,None,None
ForegripMVG,Attachment,Modern,Real,None,Grip,None,,,,Picatinny,None,None,None,None,None,None,None
ForegripSerb,Attachment,Modern,Real,None,Grip,None,,,,Picatinny,None,None,None,None,None,None,None
ForegripShift,Attachment,Modern,Real,None,Grip,None,,,,Picatinny,None,None,None,None,None,None,None
ForegripShiftShorty,Attachment,Modern,Real,None,Grip,None,,,,Picatinny,None,None,None,None,None,None,None
ForegripShroud,Attachment,Modern,Real,None,Grip,None,,,,Muzzle,None,None,None,None,None,None,None
ForegripTStyle,Attachment,Modern,Real,None,Grip,None,,,,Picatinny,None,None,None,None,None,None,None
ForegripValk,Attachment,Modern,Real,None,Grip,None,,,,Picatinny,None,None,None,None,None,None,None
ForegripZG106,Attachment,Modern,Real,None,Grip,None,,,,Picatinny,None,None,None,None,None,None,None
HandstopKAG,Attachment,Modern,Real,None,Decoration,None,,,,Picatinny,None,None,None,None,None,None,None
HandstopLTac,Attachment,Modern,Real,None,Decoration,None,,,,Picatinny,None,None,None,None,None,None,None
BarrelExtenderThinLong,Attachment,Modern,Real,None,BarrelExtension,None,,,,Muzzle,None,None,None,None,Health,None,None
BarrelExtenderThinMedium,Attachment,Modern,Real,None,BarrelExtension,None,,,,Muzzle,None,None,None,None,Health,None,None
BarrelExtenderThinShort,Attachment,Modern,Real,None,BarrelExtension,None,,,,Muzzle,None,None,None,None,Health,None,None
BikeHornMuzzle,Attachment,Modern,Meme,None,Decoration,None,,,,Muzzle,None,None,None,None,None,None,None
CompensatorCutts,Attachment,WW1,Real,None,RecoilMitigation,None,,,,Muzzle,None,None,None,None,None,None,None
Loudener,Attachment,Modern,Meme,None,Decoration,None,,,,Muzzle,None,None,None,None,None,None,None
MaximSilencerLargeA,Attachment,TurnOfTheCentury,Real,None,Suppression,None,,,,Muzzle,None,None,None,None,Health,None,None
MaximSilencerLargeB,Attachment,TurnOfTheCentury,Real,None,Suppression,None,,,,Muzzle,None,None,None,None,Health,None,None
MaximSilencerMediumA,Attachment,TurnOfTheCentury,Real,None,Suppression,None,,,,Muzzle,None,None,None,None,Health,None,None
MaximSilencerMediumB,Attachment,TurnOfTheCentury,Real,None,Suppression,None,,,,Muzzle,None,None,None,None,Health,None,None
MaximSilencerSmallA,Attachment,TurnOfTheCentury,Real,None,Suppression,None,,,,Muzzle,None,None,None,None,Health,None,None
MaximSilencerSmallB,Attachment,TurnOfTheCentury,Real,None,Suppression,None,,,,Muzzle,None,None,None,None,Health,None,None
MuzzleBrakeBomber,Attachment,PostWar,Real,None,RecoilMitigation,None,,,,Muzzle,None,None,None,None,Health,None,None
MuzzleBrakeCharon,Attachment,PostWar,Real,None,RecoilMitigation,None,,,,Muzzle,None,None,None,None,Health,None,None
MuzzleBrakeCobra,Attachment,PostWar,Real,None,RecoilMitigation,None,,,,Muzzle,None,None,None,None,Health,None,None
MuzzleBrakeImpact,Attachment,PostWar,Real,None,RecoilMitigation,None,,,,Muzzle,None,None,None,None,Health,None,None
MuzzleBrakeOrbit,Attachment,PostWar,Real,None,RecoilMitigation,None,,,,Muzzle,None,None,None,None,Health,None,None
MuzzleBrakeSledge,Attachment,PostWar,Real,None,RecoilMitigation,None,,,,Muzzle,None,None,None,None,Health,None,None
MuzzleBrakeTriad,Attachment,PostWar,Real,None,RecoilMitigation,None,,,,Muzzle,None,None,None,None,Health,None,None
MuzzleBrakeTruepoint,Attachment,PostWar,Real,None,RecoilMitigation,None,,,,Muzzle,None,None,None,None,Health,None,None
RailedBarrelExtenderLarge,Attachment,Modern,Real,None,Adapter,None,,,,Muzzle,None,None,None,None,None,None,None
RailedBarrelExtenderMiniQuad,Attachment,Modern,Real,None,Adapter,None,,,,Muzzle,None,None,None,None,None,None,None
RailedBarrelExtenderMiniSingle,Attachment,Modern,Real,None,Adapter,None,,,,Muzzle,None,None,None,None,None,None,None
RailedBarrelExtenderSingle,Attachment,Modern,Real,None,Adapter,None,,,,Muzzle,None,None,None,None,None,None,None
RailedBarrelExtenderTallDouble,Attachment,Modern,Real,None,Adapter,None,,,,Muzzle,None,None,None,None,None,None,None
RailedBarrelExtenderTallSingle,Attachment,Modern,Real,None,Adapter,None,,,,Muzzle,None,None,None,None,None,None,None
SuppressorAim5,Attachment,PostWar,Real,None,Suppression,None,,,,Muzzle,None,None,None,None,Health,None,None
SuppressorAPS,Attachment,PostWar,Real,None,Suppression,None,,,,Muzzle,None,None,None,None,Health,None,None
SuppressorBottle,Attachment,PostWar,Real,None,Suppression,None,,,,Muzzle,None,None,None,None,Health,None,None
SuppressorBoxy,Attachment,PostWar,Real,None,Suppression,None,,,,Muzzle,None,None,None,None,Health,None,None
SuppressorChungus,Attachment,Modern,Real,None,Suppression,None,,,,Muzzle,None,None,None,None,None,None,None
SuppressorCorded,Attachment,Modern,Real,None,Suppression,None,,,,Muzzle,None,None,None,None,Health,None,None
SuppressorCordedTan,Attachment,Modern,Real,None,Suppression,None,,,,Muzzle,None,None,None,None,None,None,None
SuppressorHexBolter,Attachment,PostWar,Real,None,Suppression,None,,,,Muzzle,None,None,None,None,Health,None,None
SuppressorHitman,Attachment,PostWar,Real,None,Suppression,None,,,,Muzzle,None,None,None,None,Health,None,None
SuppressorMUS1,Attachment,PostWar,Real,None,Suppression,None,,,,Muzzle,None,None,None,None,Health,None,None
SuppressorOber,Attachment,Modern,Real,None,Suppression,None,,,,Muzzle,None,None,None,None,None,None,None
SuppressorOilFilter,Attachment,PostWar,Real,None,Suppression,None,,,,Muzzle,None,None,None,None,Health,None,None
SuppressorPBS1,Attachment,PostWar,Real,None,Suppression,None,,,,Muzzle,None,None,None,None,Health,None,None
SuppressorPBS4,Attachment,PostWar,Real,None,Suppression,None,,,,Muzzle,None,None,None,None,Health,None,None
SuppressorQuadrant,Attachment,Modern,Real,None,Suppression,None,,,,Muzzle,None,None,None,None,None,None,None
SuppressorSalvo,Attachment,Modern,Real,None,Suppression,None,,,,Muzzle,None,None,None,None,Health,None,None
SuppressorTriad,Attachment,PostWar,Real,None,Suppression,None,,,,Muzzle,None,None,None,None,Health,None,None
SuppressorTruefire,Attachment,Modern,Real,None,Suppression,None,,,,Muzzle,None,None,None,None,None,None,None
SuppressorWrapped,Attachment,Modern,Real,None,Suppression,None,,,,Muzzle,None,None,None,None,None,None,None
TrainWhistle,Attachment,Modern,Meme,None,Decoration,None,,,,Muzzle,None,None,None,None,None,None,None
ANPEQ15,Attachment,Modern,Real,None,Laser,None,,,,Picatinny,None,None,None,None,None,None,None
BikeBell,Attachment,Modern,Meme,None,Decoration,None,,,,Picatinny,None,None,None,None,None,None,None
BikeHorn,Attachment,Modern,Meme,None,Decoration,None,,,,Picatinny,None,None,None,None,None,None,None
CantedSightsFront,Attachment,Modern,Real,None,IronSight,None,,,,Picatinny,None,None,None,None,Health,None,None
CantedSightsRear,Attachment,Modern,Real,None,IronSight,None,,,,Picatinny,None,None,None,None,Health,None,None
DecorativeCrackerpressor,Attachment,Modern,Holiday,None,Decoration,None,,,,Picatinny,None,None,None,None,Health,None,None
DecorativeFlag,Attachment,Modern,Real,None,Decoration,None,,,,Picatinny,None,None,None,None,Health,None,None
DecorativeFlagB,Attachment,Modern,Real,None,Decoration,None,,,,Picatinny,None,None,None,None,Health,None,None
DecorativeFlagC,Attachment,Modern,Real,None,Decoration,None,,,,Picatinny,None,None,None,None,Health,None,None
DecorativeRudolphAntlers,Attachment,Modern,Holiday,None,Decoration,None,,,,Picatinny,None,None,None,None,Health,None,None
DecorativeRudolphNose,Attachment,Modern,Holiday,None,Decoration,None,,,,Picatinny,None,None,None,None,Health,None,None
DecorativeUglySweaterpressor,Attachment,Modern,Holiday,None,Decoration,None,,,,Picatinny,None,None,None,None,Health,None,None
ForegripAngledBlack,Attachment,Modern,Real,None,Grip,None,,,,Picatinny,None,None,None,None,Health,None,None
ForegripAngledTan,Attachment,Modern,Real,None,Grip,None,,,,Picatinny,None,None,None,None,Health,None,None
ForegripKnight,Attachment,Modern,Real,None,Grip,None,,,,Picatinny,None,None,None,None,None,None,None
ForegripLarge,Attachment,Modern,Real,None,Grip,None,,,,Picatinny,None,None,None,None,Health,None,None
ForegripMini,Attachment,Modern,Real,None,Grip,None,,,,Picatinny,None,None,None,None,Health,None,None
